Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
China,Guangdong Shenzhen Bao'an power station,2-2,深圳市宝安（老虎坑）垃圾焚烧发电厂二期工程,,32,refuse (municipal and industrial wastes),,,operating,no conversion,2012,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7669,113.8483,approximate,Songgang Town,Bao'an District,Shenzhen,Guangdong,Eastern Asia,Asia,L200135,G200166,,,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station
China,Guangdong Shenzhen Bao'an power station,3-1,深圳市宝安（老虎坑）垃圾焚烧发电厂三期工程,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7669,113.8483,approximate,Songgang Town,Bao'an District,Shenzhen,Guangdong,Eastern Asia,Asia,L200135,G200143,,,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station
China,Guangdong Shenzhen Bao'an power station,3-2,深圳市宝安（老虎坑）垃圾焚烧发电厂三期工程,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7669,113.8483,approximate,Songgang Town,Bao'an District,Shenzhen,Guangdong,Eastern Asia,Asia,L200135,G200144,,,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station
China,Guangdong Shenzhen Bao'an power station,3-3,深圳市宝安（老虎坑）垃圾焚烧发电厂三期工程,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7669,113.8483,approximate,Songgang Town,Bao'an District,Shenzhen,Guangdong,Eastern Asia,Asia,L200135,G200145,,,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station
China,Guangdong Shenzhen East power station,1,深圳市东部环保电厂,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7236,114.2451,approximate,,Longgang District,Shenzhen,Guangdong,Eastern Asia,Asia,L200152,G200169,,,https://gem.wiki/Guangdong_Shenzhen_East_power_station
China,Guangdong Shenzhen East power station,2,深圳市东部环保电厂,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7236,114.2451,approximate,,Longgang District,Shenzhen,Guangdong,Eastern Asia,Asia,L200152,G200168,,,https://gem.wiki/Guangdong_Shenzhen_East_power_station
China,Guangdong Shenzhen East power station,3,深圳市东部环保电厂,,45,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shenzhen Energy and Environmental Protection CO LTD,深圳市能源环保有限公司,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],深圳能源集团股份有限公司[99%]; 深圳市能源运输有限公司[1%],22.7236,114.2451,approximate,,Longgang District,Shenzhen,Guangdong,Eastern Asia,Asia,L200152,G200170,,,https://gem.wiki/Guangdong_Shenzhen_East_power_station
China,Guangdong Shunde power station,1,顺德垃圾焚烧发电厂,,70,refuse (municipal and industrial wastes),,,operating,no conversion,2018,,Guangdong Shun Kong Environmental Investment CO LTD,广东顺控环境投资有限公司,Guangdong Shunkong Development CO LTD[51%]; Foshan Nanhai Hanlan Solid Waste Treatment Investment CO LTD[34%]; Infore Environment Technology Group CO LTD[15%],广东顺控发展股份有限公司[51%]; 佛山市南海瀚蓝固废处理投资有限公司[34%]; 盈峰环境科技集团股份有限公司[15%],22.8611,113.1454,approximate,,Shunde,Foshan,Guangdong,Eastern Asia,Asia,L200117,G200124,,,https://gem.wiki/Guangdong_Shunde_power_station
China,Guangdong Zengcheng power station,1,增城垃圾焚烧发电厂,广州市第六资源热力电厂一期项目,35,refuse (municipal and industrial wastes),,,operating,no conversion,2018,,Guangzhou Environmental Investment Zengcheng Environmental Protection Energy CO LTD,广州环投增城环保能源有限公司,Guangzhou Huantou Yongxing Group CO LTD,广州环投永兴集团股份有限公司,23.1808,113.7181,approximate,Xiancun Town,Zengcheng District,Guangzhou,Guangdong,Eastern Asia,Asia,L200173,G200195,,,https://gem.wiki/Guangdong_Zengcheng_power_station
China,Guangdong Zhanjiang (Chenming) power station,1,湛江晨鸣发电厂,湛江晨鸣浆纸有限公司公司自备热电站,60,paper mill wastes,,,operating,no conversion,2011,,Zhanjiang Chenming Pulp and Paper CO LTD,湛江晨鸣浆纸有限公司,Shandong Chenming Paper Group CO LTD[77%]; CDB Development Fund CO LTD [6%]; Other [17%],山东晨鸣纸业集团股份有限公司[77%]; 国开发展基金有限公司[6%]; 其他[17%],21.0536,110.1725,approximate,Taiping Town,Mazhang District,Zhanjiang,Guangdong,Eastern Asia,Asia,L200138,G200187,,,https://gem.wiki/Guangdong_Zhanjiang_(Chenming)_power_station
China,Guangdong Zhanjiang (Chenming) power station,2,湛江晨鸣发电厂,湛江晨鸣浆纸有限公司公司自备热电站,60,paper mill wastes,,,construction,no conversion,,,Zhanjiang Chenming Pulp and Paper CO LTD,湛江晨鸣浆纸有限公司,Shandong Chenming Paper Group CO LTD[77%]; CDB Development Fund CO LTD [6%]; Other [17%],山东晨鸣纸业集团股份有限公司[77%]; 国开发展基金有限公司[6%]; 其他[17%],21.0537,110.1727,approximate,Taiping Town,Mazhang District,Zhanjiang,Guangdong,Eastern Asia,Asia,L200138,G200148,,,https://gem.wiki/Guangdong_Zhanjiang_(Chenming)_power_station
China,Guangdong Zhanjiang (Chenming) power station,3,湛江晨鸣发电厂,湛江晨鸣浆纸有限公司公司自备热电站,60,paper mill wastes,,,construction,no conversion,,,Zhanjiang Chenming Pulp and Paper CO LTD,湛江晨鸣浆纸有限公司,Shandong Chenming Paper Group CO LTD[77%]; CDB Development Fund CO LTD [6%]; Other [17%],山东晨鸣纸业集团股份有限公司[77%]; 国开发展基金有限公司[6%]; 其他[17%],21.0537,110.1727,approximate,Taiping Town,Mazhang District,Zhanjiang,Guangdong,Eastern Asia,Asia,L200138,G200149,,,https://gem.wiki/Guangdong_Zhanjiang_(Chenming)_power_station
China,Guangdong Zhanjiang (Yuedian) power station,1-1,湛江生物质发电厂,,50,wood & other biomass (solids),,,operating,no conversion,2011,,Guangdong Yuedian Zhanjiang Biomass Power Generation CO LTD,广东粤电湛江生物质发电有限公司,Guangdong Shajiao (Plant C) Power Generation Company,广东省沙角（C厂）发电有限公司,21.2761,110.3625,approximate,,,Zhanjiang,Guangdong,Eastern Asia,Asia,L200143,G200155,,,https://gem.wiki/Guangdong_Zhanjiang_(Yuedian)_power_station
China,Guangdong Zhanjiang (Yuedian) power station,1-2,湛江生物质发电厂,,50,wood & other biomass (solids),,,operating,no conversion,2011,,Guangdong Yuedian Zhanjiang Biomass Power Generation CO LTD,广东粤电湛江生物质发电有限公司,Guangdong Shajiao (Plant C) Power Generation Company,广东省沙角（C厂）发电有限公司,21.2761,110.3625,approximate,,,Zhanjiang,Guangdong,Eastern Asia,Asia,L200143,G200156,,,https://gem.wiki/Guangdong_Zhanjiang_(Yuedian)_power_station
China,Guangxi Beiliu power station,1,北流凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2012,,Beiliu Kaidi Green Energy Development CO LTD,北流市凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,22.7099,110.3532,approximate,,Beiliu,Yulin,Guangxi,Eastern Asia,Asia,L200110,G200116,,,https://gem.wiki/Guangxi_Beiliu_power_station
China,Guangxi Funan power station,1,广西扶南东亚糖业有限公司30MW生物质能（蔗渣）发电项目,,30,agricultural waste (solids),,,operating,no conversion,2010,,Guangxi Funan Bioenergy CO LTD,广西扶南生物能源有限公司,Guangxi Funan East Asia Sugar CO LTD[45%]; MP Energy CO LTD[40%]; Guangxi East Asia Funan Sugar Refinery CO LTD[15%],"广西扶南东亚糖业有限公司[45%]; MP Energy Co.,Ltd.[40%]; 广西东亚扶南精糖有限公司[15%]",22.6333,107.9047,approximate,,Fusui County,Chongzuo,Guangxi,Eastern Asia,Asia,L200105,G200111,,,https://gem.wiki/Guangxi_Funan_power_station
China,Guangxi Teng County power station,1,南方电网藤县生物质发电项目,广西藤县生物质发电项目,30,agricultural waste (solids),,,operating,no conversion,2021,,Tengxian Xinlongyuan Biomass Thermal Power CO LTD,藤县鑫隆源生物质能热电有限公司,Nandan Energy Comprehensive Utilization CO LTD[60%]; Guangxi Xintianchen Energy Investment CO LTD[40%],南电能源综合利用有限公司[60%]; 广西鑫天宸能源投资有限公司[40%],23.3757,110.9193,approximate,,Teng County,Wuzhou,Guangxi,Eastern Asia,Asia,L200108,G200114,,,https://gem.wiki/Guangxi_Teng_County_power_station
China,Guizhou Songtao power station,1,松桃生物质发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2014,,Songtao Kaidi Green Energy Development CO LTD,松桃凯迪绿色能源开发有限公司,Yangpu Changjiang Investment CO LTD,洋浦长江投资有限公司,28.1671,109.2102,approximate,Liaogao Town,Songtao,Tongren,Guizhou,Eastern Asia,Asia,L200129,G200136,,,https://gem.wiki/Guizhou_Songtao_power_station
China,Hebei Cheng'an power station,1,国能成安生物发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2007,,Guoneng Cheng'an Power Generation CO LTD,国能成安生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,36.4437,114.6866,approximate,,Cheng'an County,Handan,Hebei,Eastern Asia,Asia,L200121,G200128,,,https://gem.wiki/Hebei_Cheng'an_power_station
China,Hebei Nangong power station,1,南宫市国能生物发电厂,,30,agricultural waste (solids),,,operating,no conversion,2010,,Guoneng Nangong Bio Power Generation CO LTD,国能南宫生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,37.3653,115.3970,approximate,,Nangong,Xingtai,Hebei,Eastern Asia,Asia,L200134,G200142,,,https://gem.wiki/Hebei_Nangong_power_station
China,Heilongjiang (Harbin Power) Wangkui power station,1,望奎县1×40MW农林生物质热电联产项目,,40,agricultural waste (solids),,,operating,no conversion,2022,,Harbin Power Group Biomass Power Generation (Wangkui) CO LTD,哈电集团生物质发电（望奎）有限公司,Harbin Electric Company Limited,哈尔滨电气股份有限公司,46.8434,126.4623,approximate,,Wangkui County,Suihua,Heilongjiang,Eastern Asia,Asia,L200139,G200150,,,https://gem.wiki/Heilongjiang_(Harbin_Power)_Wangkui_power_station
China,Heilongjiang Bayan power station,1,国能哈尔滨巴彦生物质发电工程,,30,agricultural waste (solids),,,operating,no conversion,2011,,Guoneng Bayan Bio Power Generation CO LTD,国能巴彦生物发电有限公司,National Energy Bio-Power CO LTD,国能生物发电有限公司,46.0895,127.4051,approximate,,Bayan County,Harbin,Heilongjiang,Eastern Asia,Asia,L200161,G200179,,,https://gem.wiki/Heilongjiang_Bayan_power_station
China,Heilongjiang Fangzheng power station,1,方正生物质热电厂,,30,agricultural waste (solids),,,operating,no conversion,2020,,Fangzheng Chenneng Biomass Power Generation CO LTD,方正县辰能生物质发电有限公司,Heilongjiang New Industry Investment Group Longjiang New Energy Development CO LTD,黑龙江省新产业投资集团龙江新能源开发股份有限公司,45.8516,128.8249,approximate,,Fangzheng County,Harbin,Heilongjiang,Eastern Asia,Asia,L200103,G200109,,,https://gem.wiki/Heilongjiang_Fangzheng_power_station
China,Heilongjiang Fuhua Jinhe power station,1,富华锦河生物质发电项目,,30,agricultural waste (solids),,,operating,no conversion,2021,,Heilongjiang Fuhua Jinhe Huanneng Technology CO LTD,黑龙江富华锦河环能科技有限公司,Shandong Shuitou Group CO LTD,山东水投集团有限公司,47.8689,123.7011,approximate,Xingshisi Town,Gannan County,Qiqihar,Heilongjiang,Eastern Asia,Asia,L200130,G200137,,,https://gem.wiki/Heilongjiang_Fuhua_Jinhe_power_station
China,Heilongjiang Fuhua Jinhe power station,2,富华锦河生物质发电项目,,30,agricultural waste (solids),,,operating,no conversion,2021,,Heilongjiang Fuhua Jinhe Huanneng Technology CO LTD,黑龙江富华锦河环能科技有限公司,Shandong Shuitou Group CO LTD,山东水投集团有限公司,47.8689,123.7011,approximate,Xingshisi Town,Gannan County,Qiqihar,Heilongjiang,Eastern Asia,Asia,L200130,G200141,,,https://gem.wiki/Heilongjiang_Fuhua_Jinhe_power_station
China,Heilongjiang Ning'an power station,1,黑龙江宁安市生物质发电项目,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2014,,Heilongjiang Mudanjiang Nongken Ning'an Changqing Environmental Protection Energy CO LTD,黑龙江省牡丹江农垦宁安长青环保能源有限公司,Guangdong Chant Group INC,广东长青（集团）股份有限公司,44.1702,129.3443,approximate,,Ning'an,Mudanjiang,Heilongjiang,Eastern Asia,Asia,L200168,G200188,,,https://gem.wiki/Heilongjiang_Ning'an_power_station
China,Heilongjiang Xunke power station,1,逊克县诺宝生物质发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2019,,Heilongjiang Nuobao New Energy Development CO LTD,黑龙江诺宝新能源开发有限公司,Heilongjiang New Industry Investment Group Longjiang New Energy Development CO LTD[67%]; Heilongjiang Shizhou Investment CO LTD[33%],黑龙江省新产业投资集团龙江新能源开发股份有限公司[67%]; 黑龙江时洲投资有限公司[33%],49.3634,128.0751,approximate,Xunhe Town,Xunke County,Heihe,Heilongjiang,Eastern Asia,Asia,L200132,G200139,,,https://gem.wiki/Heilongjiang_Xunke_power_station
China,Heilongjiang Youyi power station,1,友谊生物质发电厂,国电红兴隆生物质发电工程项目,30,agricultural waste (solids),,,operating,no conversion,2010,,Guodian Youyi Biomass Power CO LTD,国电友谊生物质发电有限公司,Longyuan Power Group CO LTD,龙源电力集团股份有限公司,46.7694,131.8118,approximate,,Youyi County,Shuangyashan,Heilongjiang,Eastern Asia,Asia,L200162,G200180,,,https://gem.wiki/Heilongjiang_Youyi_power_station
China,Helongjiang (Guoneng) Wangkui power station,1,国能望奎生物质电厂,,30,agricultural waste (solids),,,operating,no conversion,2007,,Guoneng Wangkui Biological Power Generation CO LTD,国能望奎生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,46.8434,126.4623,approximate,,Wangkui County,Suihua,Heilongjiang,Eastern Asia,Asia,L200142,G200154,,,https://gem.wiki/Helongjiang_(Guoneng)_Wangkui_power_station
China,Henan Xiayi power station,1,夏邑生物质发电项目,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2020,,Everbright Urban Rural Renewable Energy (Xiayi) CO LTD,光大城乡再生能源（夏邑）有限公司,Everbright Green Renewable Energy (Henan) Holdings CO LTD,光大绿色环保城乡再生能源（河南）控股有限公司,34.2011,116.1507,approximate,,Xiayi County,Shangqiu,Henan,Eastern Asia,Asia,L200123,G200130,,,https://gem.wiki/Henan_Xiayi_power_station
China,Henan Xunxian power station,1,国能鹤壁浚县秸秆直燃生物质发电工程,国能河南浚县生物质发电厂,30,agricultural waste (solids),,,operating,no conversion,2007,,Guoneng Xunxian County Biological Power Generation CO LTD,国能浚县生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,35.6806,114.5506,approximate,,Xun County,Hebi,Henan,Eastern Asia,Asia,L200141,G200153,,,https://gem.wiki/Henan_Xunxian_power_station
China,Hubei Chongyang power station,1,崇阳凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2012,,Chongyang Kaidi Green Energy Development CO LTD,崇阳县凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,29.5512,114.0469,approximate,Tiancheng Town,Chongyang County,Xianning,Hubei,Eastern Asia,Asia,L200122,G200129,,,https://gem.wiki/Hubei_Chongyang_power_station
China,Hubei Laifeng power station,1,来凤凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2011,,Laifeng Kaidi Sunshine Bioenergy Development CO LTD,来凤县凯迪阳光生物能源开发有限公司,Kaidi Sunshine Bioenergy Investment CO LTD,凯迪阳光生物能源投资有限公司,29.3907,109.1079,approximate,,Laifeng County,Enshi,Hubei,Eastern Asia,Asia,L200144,G200157,,,https://gem.wiki/Hubei_Laifeng_power_station
China,Hubei Songzi power station,1,松滋凯迪生物质电厂,,30,agricultural waste (solids),,,operating,no conversion,2012,,Songzi Kaidi Sunshine Bioenergy Development CO LTD,松滋市凯迪阳光生物能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,29.9792,111.7829,approximate,Yanglinshi Town,Songzi,Jingzhou,Hubei,Eastern Asia,Asia,L200107,G200113,,,https://gem.wiki/Hubei_Songzi_power_station
China,Hubei Tianmen power station,1,天门凯迪生物质电厂,,30,unknown,,,shelved,no conversion,,,Tianmen Kaidi Green Energy Development CO LTD,天门市凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,30.6652,113.1678,approximate,,,Tianmen,Hubei,Eastern Asia,Asia,L200131,G200138,,,https://gem.wiki/Hubei_Tianmen_power_station
China,Hubei Xiaogan power station,1,湖北孝感生活垃圾焚烧发电项目,,35,refuse (municipal and industrial wastes),,,operating,no conversion,2021,,Hanlan (Xiaogan) Solid Waste Treatment CO LTD,瀚蓝（孝感）固废处理有限公司,Grandblue Environment CO LTD[90%]; Xiaogan City Construction Investment Company[10%],瀚蓝环境股份有限公司[90%]; 孝感市城市建设投资公司[10%],30.9250,113.9050,approximate,,Xiaonan District,Xiaogan,Hubei,Eastern Asia,Asia,L200136,G200146,,,https://gem.wiki/Hubei_Xiaogan_power_station
China,Hunan Anren power station,1,安仁生物质能发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2013,,Anren County Kaidi Green Energy Development CO LTD,安仁县凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,26.7108,113.2686,approximate,,Anren County,Chenzhou,Hunan,Eastern Asia,Asia,L200104,G200110,,,https://gem.wiki/Hunan_Anren_power_station
China,Hunan Changsha power station,1,长沙市生活垃圾深度综合处理（清洁焚烧）项目,,100,refuse (municipal and industrial wastes),,,operating,no conversion,2018,,Puxiang Bioenergy CO LTD,浦湘生物能源股份有限公司,Hunan Junxin Environmental Protection CO LTD[80%]; Shanghai Pudong Environmental Development CO LTD[10%]; Yonker Environmental Protection CO LTD[10%],湖南军信环保股份有限公司[80%]; 上海浦东环保发展有限公司[10%]; 永清环保股份有限公司[10%],28.4096,112.9315,approximate,Qiaoyi Town,Wangcheng District,Changsha,Hunan,Eastern Asia,Asia,L200165,G200183,,,https://gem.wiki/Hunan_Changsha_power_station
China,Hunan Guiyang power station,1,桂阳凯迪生物质电厂,,30,agricultural waste (solids),wood & other biomass (solids),,construction,no conversion,,,Guiyang Kaidi Green Energy Development CO LTD,桂阳县凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,25.6927,112.7050,approximate,Gonghe,Guiyang County,Chenzhou,Hunan,Eastern Asia,Asia,L200102,G200108,,,https://gem.wiki/Hunan_Guiyang_power_station
China,Hunan Longhui power station,1,隆回凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2013,,Longhui Kaidi Green Energy Development CO LTD,隆回县凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,27.1311,111.0247,approximate,,Longhui County,Shaoyang,Hunan,Eastern Asia,Asia,L200111,G200117,,,https://gem.wiki/Hunan_Longhui_power_station
China,Inner Mongolia Ongniud Banner power station,1,赤峰市翁旗生物质发电厂,红山生物质发电厂,50,agricultural waste (solids),wood & other biomass (solids),,cancelled,no conversion,,,,,,,42.7333,119.6597,approximate,Wuduntaohai Town,Ongniud,Chifeng,Inner Mongolia,Eastern Asia,Asia,L200101,G200107,,,https://gem.wiki/Inner_Mongolia_Ongniud_Banner_power_station
China,Jiangxi De'an power station,1,凯迪德安生物质发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2016,,De'an Kaidi Green Energy Development CO LTD,德安县凯迪绿色能源开发有限公司,Yongxin Kaidi Green Energy Development CO LTD,永新县凯迪绿色能源开发有限公司,29.3899,115.7236,approximate,Fenglin Town,De'an County,Jiujiang,Jiangxi,Eastern Asia,Asia,L200116,G200123,,,https://gem.wiki/Jiangxi_De'an_power_station
China,Jiangxi Rugao power station,1,江西光大如皋生物质电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2017,,Everbright Bioenergy (Rugao) CO LTD,光大生物能源(如皋)有限公司,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,光大绿色环保再生能源（安徽）控股有限公司,32.2830,120.5630,approximate,Motou Town,Rugao,Nantong,Jiangsu,Eastern Asia,Asia,L200106,G200112,,,https://gem.wiki/Jiangxi_Rugao_power_station
China,Jiangxi Shangrao power station,1,上饶市生活垃圾焚烧发电厂,,35,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Shangrao Urban Construction Investment Development CO LTD,上饶市城市建设投资开发有限公司,Shangrao Investment Holding Group CO LTD[97%]; Jiangxi Administrative Assets Group CO LTD[3%],上饶投资控股集团有限公司[97%]; 江西省行政事业资产集团有限公司[35%],28.3878,117.8487,approximate,Dongtuan Town,Guangxin District,Shangrao,Jiangxi,Eastern Asia,Asia,L200100,G200106,,,https://gem.wiki/Jiangxi_Shangrao_power_station
China,Jilin Jiaohe power station,1,蛟河凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2014,,Jiaohe Kaidi Green Energy Development CO LTD,蛟河凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,43.7325,127.3374,approximate,Jiaohe Economic Development Zone,Jiaohe,Jilin,Jilin,Eastern Asia,Asia,L200112,G200118,,,https://gem.wiki/Jilin_Jiaohe_power_station
China,Jilin Jiaohe power station,2,蛟河凯迪生物质能发电厂,,30,agricultural waste (solids),,,operating,no conversion,2015,,Jiaohe Kaidi Green Energy Development CO LTD,蛟河凯迪绿色能源开发有限公司,Kaidi Ecological and Environmental Technology CO LTD,凯迪生态环境科技股份有限公司,43.7325,127.3374,approximate,Jiaohe Economic Development Zone,Jiaohe,Jilin,Jilin,Eastern Asia,Asia,L200112,G200119,,,https://gem.wiki/Jilin_Jiaohe_power_station
China,Jilin Nong'an power station,1,华能农安生物质发电厂,吉林鲁能生物发电农安工程,30,agricultural waste (solids),,,operating,no conversion,2011,,Huaneng Jilin Power Generation CO LTD,华能吉林发电有限公司,Huaneng Power International INC,华能国际电力股份有限公司,44.4353,125.1734,approximate,,Nong'an County,Changchun,Jilin,Eastern Asia,Asia,L200163,G200181,,,https://gem.wiki/Jilin_Nong'an_power_station
China,Jilin Nong'an power station,2,华能农安生物质发电厂,华能农安生物质发电厂扩建工程,30,agricultural waste (solids),,,operating,no conversion,2021,,Huaneng Jilin Power Generation CO LTD,华能吉林发电有限公司,Huaneng Power International INC,华能国际电力股份有限公司,44.4353,125.1734,approximate,,Nong'an County,Changchun,Jilin,Eastern Asia,Asia,L200163,G200194,,,https://gem.wiki/Jilin_Nong'an_power_station
China,Liaoning Shenyang Laohuchong power station,1,沈阳老虎冲生活垃圾焚烧发电厂,,30,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Shenyang Xinji Environmental Protection CO LTD,沈阳新基环保有限公司,Shenyang Xinji Investment Management CO LTD[74%]; Shenyang Xinji Environmental Protection Operation Management CO LTD[26%],沈阳新基投资管理有限公司[74%]; 沈阳新基环保运营管理有限公司[26%],41.5730,123.5667,approximate,Fengjibao,Sujiatun District,Shenyang,Liaoning,Eastern Asia,Asia,L200150,G200163,,,https://gem.wiki/Liaoning_Shenyang_Laohuchong_power_station
China,Liaoning Shenyang Laohuchong power station,2,沈阳老虎冲生活垃圾焚烧发电厂,,30,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Shenyang Xinji Environmental Protection CO LTD,沈阳新基环保有限公司,Shenyang Xinji Investment Management CO LTD[74%]; Shenyang Xinji Environmental Protection Operation Management CO LTD[26%],沈阳新基投资管理有限公司[74%]; 沈阳新基环保运营管理有限公司[26%],41.5730,123.5667,approximate,Fengjibao,Sujiatun District,Shenyang,Liaoning,Eastern Asia,Asia,L200150,G200164,,,https://gem.wiki/Liaoning_Shenyang_Laohuchong_power_station
China,Ningxia Shizuishan Anneng power station,1,石嘴山安能生物质发电项目,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2022,,Ningxia Anneng Biomass Thermal Power CO LTD,宁夏安能生物质热电有限公司,Shanghai Electric Investment CO LTD[49%]; other[51%],上海电气投资有限公司[49%]; 其他[51%],39.1351,106.7125,approximate,Hongguozi Town,Huinong District,Shizuishan,Ningxia,Eastern Asia,Asia,L200118,G200125,,,https://gem.wiki/Ningxia_Shizuishan_Anneng_power_station
China,Ningxia Yinchuan Zhongke power station,1,银川市生活垃圾焚烧发电厂,,36,refuse (municipal and industrial wastes),,,operating,no conversion,2014,,Yinchuan Zhongke Environmental Protection Power CO LTD,银川中科环保电力有限公司,Hangzhou Jinhuan Investment CO LTD[97%]; Lin'an Jiasheng Environmental Protection CO LTD[3%],杭州锦环投资有限公司[97%]; 临安嘉盛环保有限公司[3%],38.3546,106.4143,approximate,Linhe Town,Lingwu,Yinchuan,Ningxia,Eastern Asia,Asia,L200167,G200186,,,https://gem.wiki/Ningxia_Yinchuan_Zhongke_power_station
China,Shaanxi Lanniao power station,1,陕西蓝鸟生物质能发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,shelved,no conversion,,,Shaanxi Bluebirdme Biomass Power Plant CO LTD,陕西蓝鸟生物质能发电有限公司,Korea Carbon Energy International CO LTD[37%]; Shanghai Bluebirdme Technology CO LTD[25%]; Heilongjiang Hualong Power Engineering CO LTD [25%]; Shanghai Dingchen Automation Engineering CO LTD [14%],韩国碳能源国际有限公司[37%]; 上海蓝鸟科技股份有限公司[25%]; 黑龙江华隆电力工程有限公司[25%];上海鼎辰自动化工程有限公司[14%],34.4881,108.4177,approximate,,Liquan County,Xianyang,Shaanxi,Eastern Asia,Asia,L200140,G200151,,,https://gem.wiki/Shaanxi_Lanniao_power_station
