Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
Brazil,Alcon power station,1,Usina sucroenergética Alcon,,33,agricultural waste (solids),,,operating,no conversion,2001,,Companhia de Álcool Conceição da Barra SA,,Companhia de Álcool Conceição da Barra SA,,-18.4574,-39.9454,exact,Conceição da Barra,,,Espírito Santo,Latin America and the Caribbean,Americas,L200432,G200481,ANEEL: UTE.AI.ES.029150-1.1,,https://gem.wiki/Alcon_power_station
Brazil,Alta Mogiana power station,1,Usina sucroenergética Alta Mogiana,,71,agricultural waste (solids),,,operating,no conversion,1994,,Usina Alta Mogiana SA,,Usina Alta Mogiana SA,,-20.4818,-47.8662,exact,São Joaquim da Barra,,,São Paulo,Latin America and the Caribbean,Americas,L200433,G200482,"WRI: BRA0000060, ANEEL: UTE.AI.SP.000060-4.1",,https://gem.wiki/Alta_Mogiana_power_station
Brazil,Amandina II power station,1,Usina sucroenergética Amandina II,,40,agricultural waste (solids),,,operating,no conversion,2018,,Adecoagro Energia Ltda,,Adecoagro Energia Ltda,,-22.3251,-53.8212,exact,Ivinhema,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200434,G200483,ANEEL: UTE.AI.MS.038375-9.1,,https://gem.wiki/Amandina_II_power_station
Brazil,Amandina power station,1,Usina sucroenergética Amandina,,40,agricultural waste (solids),,,operating,no conversion,2014,,Adecoagro Vale do Ivinhema SA,,Adecoagro Vale do Ivinhema SA,,-22.4381,-53.5781,exact,Ivinhema,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200435,G200484,"WRI: BRA0030115, ANEEL: UTE.AI.MS.030115-9.1",,https://gem.wiki/Amandina_power_station
Brazil,Amandina power station,2,Usina sucroenergética Amandina,,40,agricultural waste (solids),,,operating,no conversion,2014,,Adecoagro Vale do Ivinhema SA,,Adecoagro Vale do Ivinhema SA,,-22.4381,-53.5781,exact,Ivinhema,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200435,G200485,"WRI: BRA0030115, ANEEL: UTE.AI.MS.030115-9.1",,https://gem.wiki/Amandina_power_station
Brazil,Angélica power station,1,Usina sucroenergética Angélica,,70,agricultural waste (solids),,,operating,no conversion,2009,,Adecoagro Vale do Ivinhema SA,,Adecoagro Vale do Ivinhema SA,,-22.0409,-53.8419,exact,Angélica,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200436,G200486,"WRI: BRA0029670, ANEEL: UTE.AI.MS.029670-8.1",,https://gem.wiki/Angélica_power_station
Brazil,Aracruz power station,1,Usina de biomassa Aracruz,,210,paper mill wastes,,,operating,no conversion,2002,,Suzano SA,,Suzano SA,,-19.8430,-40.0747,exact,Aracruz,,,Espírito Santo,Latin America and the Caribbean,Americas,L200437,G200487,"ANEEL: UTE.FL.ES.000127-9.1, WRI: BRA0000127",,https://gem.wiki/Aracruz_power_station
Brazil,Bahia Pulp power station,1,Usina de biomassa Bahia Pulp,Bracell,109,paper mill wastes,,,operating,no conversion,2000,,Bracell SP Celulose Ltda,,Bracell SP Celulose Ltda,,-12.6431,-38.3372,exact,Camaçari,,,Bahia,Latin America and the Caribbean,Americas,L200438,G200488,"WRI: BRA0000182, ANEEL: UTE.FL.BA.000182-1.1",,https://gem.wiki/Bahia_Pulp_power_station
Brazil,Baía Formosa power station,1,Usina sucroenergética Baía Formosa,,40,agricultural waste (solids),,,operating,no conversion,2011,,CPFL Bio Formosa Ltda,,CPFL Bio Formosa Ltda,,-6.4161,-35.0557,exact,Baía Formosa,,,Rio Grande do Norte,Latin America and the Caribbean,Americas,L200439,G200489,"WRI: BRA0028605, ANEEL: UTE.AI.RN.028605-2.1",,https://gem.wiki/Baía_Formosa_power_station
Brazil,Baldin power station,1,Usina sucroenergética Baldin,,45,agricultural waste (solids),,,operating,no conversion,2010,,CPFL Bioenergia SA,,CPFL Bioenergia SA,,-21.9875,-47.4501,exact,Pirassununga,,,São Paulo,Latin America and the Caribbean,Americas,L200440,G200490,"WRI: BRA0030169, ANEEL: UTE.AI.SP.030169-8.1",,https://gem.wiki/Baldin_power_station
Brazil,Bambuí power station,1,Usina sucroenergética Bambuí,,30,agricultural waste (solids),,,operating,no conversion,2014,,Bambuí Bioenergia SA,,Bambuí Bioenergia SA,,-20.0871,-46.0399,exact,Bambuí,,,Minas Gerais,Latin America and the Caribbean,Americas,L200441,G200491,"WRI: BRA0031413, ANEEL: UTE.AI.MG.031413-7.1",,https://gem.wiki/Bambuí_power_station
Brazil,Barra Bioenergia power station,1,Usina sucroenergética Barra Bioenergia,,33,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-22.4779,-48.5320,exact,Barra Bonita,,,São Paulo,Latin America and the Caribbean,Americas,L200442,G200492,"WRI: BRA0030047, ANEEL: UTE.AI.SP.030047-0.1",,https://gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,2,Usina sucroenergética Barra Bioenergia,,33,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-22.4779,-48.5320,exact,Barra Bonita,,,São Paulo,Latin America and the Caribbean,Americas,L200442,G200493,"WRI: BRA0030047, ANEEL: UTE.AI.SP.030047-0.1",,https://gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,3,Usina sucroenergética Barra Bioenergia,,35,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-22.4779,-48.5320,exact,Barra Bonita,,,São Paulo,Latin America and the Caribbean,Americas,L200442,G200494,"WRI: BRA0030047, ANEEL: UTE.AI.SP.030047-0.1",,https://gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,4,Usina sucroenergética Barra Bioenergia,,35,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-22.4779,-48.5320,exact,Barra Bonita,,,São Paulo,Latin America and the Caribbean,Americas,L200442,G200495,"WRI: BRA0030047, ANEEL: UTE.AI.SP.030047-0.1",,https://gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Grande 2 power station,1,Usina sucroenergética Barra Grande 2,,70,agricultural waste (solids),,,announced,no conversion,2024,,Açucareira Quatá SA,,Açucareira Quatá SA,,-22.6300,-48.7508,approximate,Lençóis Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200411,G200457,ANEEL: UTE.AI.SP.051532-9.01,,https://gem.wiki/Barra_Grande_2_power_station
Brazil,Barra Grande Lençóis power station,1,Usina sucroenergética Barra Grande Lençóis,,63,agricultural waste (solids),,,operating,no conversion,2003,,Açucareira Quatá SA,,Açucareira Quatá SA,,-22.6253,-48.7568,exact,Lençóis Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200443,G200496,ANEEL: UTE.AI.SP.027055-5.1,,https://gem.wiki/Barra_Grande_Lençóis_power_station
Brazil,Barralcool power station,1,Usina sucroenergética Barralcool,,30,agricultural waste (solids),,,operating,no conversion,2002,,Usina Barralcool SA,,Usina Barralcool SA,,-15.0330,-57.2105,exact,Barra do Bugres,,,Mato Grosso,Latin America and the Caribbean,Americas,L200444,G200497,ANEEL: UTE.AI.MT.000227-5.1,,https://gem.wiki/Barralcool_power_station
Brazil,BBF Boa Vista power station,1,Usina de biomassa BBF Boa Vista,,57,biodiesel,,,pre-construction,no conversion,2023,,BBF (Brasil Biofuels),,BBF (Brasil Biofuels),,2.7776,-60.7010,approximate,Boa Vista,,,Roraima,Latin America and the Caribbean,Americas,L200421,G200467,,,https://gem.wiki/BBF_Boa_Vista_power_station
Brazil,BEN Bioenergia power station,1,Usina sucroenergética BEN Bioenergia,,53,agricultural waste (solids),,,operating,no conversion,2013,,BEN (Bioenergia Geração e Comercialização de Energia do Nordeste SA),,BEN (Bioenergia Geração e Comercialização de Energia do Nordeste SA),,-9.9164,-36.3340,exact,Teotônio Vilela,,,Alagoas,Latin America and the Caribbean,Americas,L200445,G200498,"WRI: BRA0030048, ANEEL: UTE.AI.AL.030048-9.1",,https://gem.wiki/BEN_Bioenergia_power_station
Brazil,Bio Alvorada power station,1,Usina sucroenergética Bio Alvorada,,50,agricultural waste (solids),,,operating,no conversion,2013,,SPE Bio Alvorada SA,,SPE Bio Alvorada SA,,-18.4411,-49.1901,exact,Araporã,,,Minas Gerais,Latin America and the Caribbean,Americas,L200446,G200499,"WRI: BRA0030975, ANEEL: UTE.AI.MG.030975-3.1",,https://gem.wiki/Bio_Alvorada_power_station
Brazil,Bio Coopcana power station,1,Usina sucroenergética Bio Coopcana,,50,agricultural waste (solids),,,operating,no conversion,2013,,SPE Bio Coopcana SA,,SPE Bio Coopcana SA,,-23.2708,-52.4876,exact,São Carlos do Ivaí,,,Paraná,Latin America and the Caribbean,Americas,L200447,G200500,"WRI: BRA0028148, ANEEL: UTE.AI.PR.028148-4.1",,https://gem.wiki/Bio_Coopcana_power_station
Brazil,Bioenergética Vale do Paracatu - BEVAP power station,1,Usina sucroenergética Bioenergética Vale do Paracatu - BEVAP,,55,agricultural waste (solids),,,operating,no conversion,2011,,Bevap (Bioenergética Vale do Paracatu SA),,Bevap (Bioenergética Vale do Paracatu SA),,-17.0622,-46.1836,exact,João Pinheiro,,,Minas Gerais,Latin America and the Caribbean,Americas,L200448,G200501,"WRI: BRA0030063, ANEEL: UTE.AI.MG.030063-2.1",,https://gem.wiki/Bioenergética_Vale_do_Paracatu_-_BEVAP_power_station
Brazil,Bioenergia Mococa II power station,1,Usina sucroenergética Bioenergia Mococa II,,70,agricultural waste (solids),,,announced,no conversion,,,Ipiranga Bioenergia Mococa SA,,Ipiranga Bioenergia Mococa SA,,-21.3434,-47.1541,exact,Mococa,,,São Paulo,Latin America and the Caribbean,Americas,L200422,G200468,ANEEL: UTE.AI.SP.057322-1,,https://gem.wiki/Bioenergia_Mococa_II_power_station
Brazil,Bioenergia Mococa power station,1,Usina sucroenergética Bioenergia Mococa,,45,agricultural waste (solids),,,operating,no conversion,2020,,Ipiranga Bioenergia Mococa SA,,Ipiranga Bioenergia Mococa SA,,-21.3432,-47.1559,exact,Mococa,,,São Paulo,Latin America and the Caribbean,Americas,L200449,G200502,ANEEL: UTE.AI.SP.040824-7.1,,https://gem.wiki/Bioenergia_Mococa_power_station
Brazil,Bioflex Caeté power station,1,Usina sucroenergética Bioflex Caeté,,62,agricultural waste (solids),,,operating,no conversion,2014,,Companhia Energética de São Miguel dos Campos SA,,Companhia Energética de São Miguel dos Campos SA,,-9.7770,-36.0854,exact,São Miguel dos Campos,,,Alagoas,Latin America and the Caribbean,Americas,L200450,G200503,"WRI: BRA0031371, ANEEL: UTE.AI.AL.031371-8.1",,https://gem.wiki/Bioflex_Caeté_power_station
Brazil,Biolins power station,1,Usina sucroenergética Biolins,,44,agricultural waste (solids),,,operating,no conversion,2010,,JBS SA,,JBS SA,,-21.6763,-49.7807,exact,Lins,,,São Paulo,Latin America and the Caribbean,Americas,L200451,G200504,ANEEL: UTE.AI.SP.030125-6.1,,https://gem.wiki/Biolins_power_station
Brazil,Boa Vista power station,1,Usina sucroenergética Boa Vista,,40,agricultural waste (solids),,,operating,no conversion,2008,,Bioenergética Boa Vista SA,,Bioenergética Boa Vista SA,,-18.5462,-50.4348,exact,Quirinópolis,,,Goiás,Latin America and the Caribbean,Americas,L200452,G200505,"WRI: BRA0029588, ANEEL: UTE.AI.GO.029588-4.1",,https://gem.wiki/Boa_Vista_power_station
Brazil,Bonfim power station,1,Usina sucroenergética Bonfim,,33,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-21.4138,-48.2786,exact,Guariba,,,São Paulo,Latin America and the Caribbean,Americas,L200453,G200506,"WRI: BRA0029665, ANEEL: UTE.AI.SP.029665-1.1",,https://gem.wiki/Bonfim_power_station
Brazil,Bonfim power station,2,Usina sucroenergética Bonfim,,33,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-21.4138,-48.2786,exact,Guariba,,,São Paulo,Latin America and the Caribbean,Americas,L200453,G200507,"WRI: BRA0029665, ANEEL: UTE.AI.SP.029665-1.1",,https://gem.wiki/Bonfim_power_station
Brazil,Bonfim power station,3,Usina sucroenergética Bonfim,,45,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Barra Ltda,,Bioenergia Barra Ltda,,-21.4138,-48.2786,exact,Guariba,,,São Paulo,Latin America and the Caribbean,Americas,L200453,G200508,"WRI: BRA0029665, ANEEL: UTE.AI.SP.029665-1.1",,https://gem.wiki/Bonfim_power_station
Brazil,Bracell Star power station,1,Usina de biomassa Bracell Star,"Projeto Star, Project Star",140,paper mill wastes,,,operating,no conversion,2021,,Bracell SP Celulose Ltda,,Bracell SP Celulose Ltda,,-22.5414,-48.8150,exact,Lençóis Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200454,G200509,ANEEL: UTE.FL.SP.043249-0.1,,https://gem.wiki/Bracell_Star_power_station
Brazil,Bracell Star power station,2,Usina de biomassa Bracell Star,"Projeto Star, Project Star",140,paper mill wastes,,,operating,no conversion,2021,,Bracell SP Celulose Ltda,,Bracell SP Celulose Ltda,,-22.5414,-48.8150,exact,Lençóis Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200454,G200510,ANEEL: UTE.FL.SP.043249-0.1,,https://gem.wiki/Bracell_Star_power_station
Brazil,Bracell Star power station,3,Usina de biomassa Bracell Star,"Projeto Star, Project Star",140,paper mill wastes,,,operating,no conversion,2021,,Bracell SP Celulose Ltda,,Bracell SP Celulose Ltda,,-22.5414,-48.8150,exact,Lençóis Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200454,G200511,ANEEL: UTE.FL.SP.043249-0.1,,https://gem.wiki/Bracell_Star_power_station
Brazil,Brotas II power station,1,Usina sucroenergética Brotas II,,35,agricultural waste (solids),,,operating,no conversion,2016,,Cogeração de Energia Elétrica Rhodia Brotas SA,,Cogeração de Energia Elétrica Rhodia Brotas SA,,-22.3504,-48.1060,exact,Brotas,,,São Paulo,Latin America and the Caribbean,Americas,L200455,G200512,ANEEL: UTE.AI.SP.034649-7.1,,https://gem.wiki/Brotas_II_power_station
Brazil,Brotas power station,1,Usina sucroenergética Brotas,,35,agricultural waste (solids),,,operating,no conversion,2013,,Cogeração de Energia Elétrica Rhodia Brotas SA,,Cogeração de Energia Elétrica Rhodia Brotas SA,,-22.3504,-48.1060,exact,Brotas,,,São Paulo,Latin America and the Caribbean,Americas,L200456,G200513,"WRI: BRA0030782, ANEEL: UTE.AI.SP.030782-3.1",,https://gem.wiki/Brotas_power_station
Brazil,Buriti power station,1,Usina sucroenergética Buriti,,74,agricultural waste (solids),,,operating,no conversion,2011,,Pedra Agroindustrial,,Pedra Agroindustrial,,-20.2187,-47.6539,exact,Buritizal,,,São Paulo,Latin America and the Caribbean,Americas,L200457,G200514,"WRI: BRA0030420, ANEEL: UTE.AI.SP.030420-4.1",,https://gem.wiki/Buriti_power_station
Brazil,BVE power station,1,Usina sucroenergética BVE,Ceni,30,agricultural waste (solids),,,operating,no conversion,2018,,BVE - Bela Vista Energética SA,,BVE - Bela Vista Energética SA,,-21.0991,-51.4082,exact,Nova Independência,,,São Paulo,Latin America and the Caribbean,Americas,L200458,G200515,ANEEL: UTE.AI.SP.037341-9.1,,https://gem.wiki/BVE_power_station
Brazil,Caarapó power station,1,Usina sucroenergética Caarapó,,114,agricultural waste (solids),,,operating,no conversion,2010,,Bioenergia Caarapó Ltda,,Bioenergia Caarapó Ltda,,-22.6105,-54.6848,exact,Caarapó,,,Mato Grosso do Sul,Latin America and the Caribbean,Americas,L200459,G200516,"WRI: BRA0030104, ANEEL: UTE.AI.MS.030104-3.1",,https://gem.wiki/Caarapó_power_station
Brazil,Cachoeira Dourada power station,1,Usina sucroenergética Cachoeira Dourada,Rio Dourado,40,agricultural waste (solids),,,operating,no conversion,2013,,SJC Bioenergia Ltda,,SJC Bioenergia Ltda,,-18.4945,-49.6445,exact,Cachoeira Dourada,,,Goiás,Latin America and the Caribbean,Americas,L200460,G200517,"WRI: BRA0030033, ANEEL: UTE.AI.GO.030033-0.1",,https://gem.wiki/Cachoeira_Dourada_power_station
Brazil,Caçú I power station,1,Usina sucroenergética Caçú I,Rio Claro,50,agricultural waste (solids),,,operating,no conversion,2010,,Rio Claro Agroindustrial SA,,Rio Claro Agroindustrial SA,,-18.6013,-51.1913,exact,Caçu,,,Goiás,Latin America and the Caribbean,Americas,L200461,G200518,"WRI: BRA0030025, ANEEL: UTE.AI.GO.030025-0.1",,https://gem.wiki/Caçú_I_power_station
Brazil,Caçú I power station,2,Usina sucroenergética Caçú I,Rio Claro,50,agricultural waste (solids),,,operating,no conversion,2010,,Rio Claro Agroindustrial SA,,Rio Claro Agroindustrial SA,,-18.6013,-51.1913,exact,Caçu,,,Goiás,Latin America and the Caribbean,Americas,L200461,G200519,"WRI: BRA0030025, ANEEL: UTE.AI.GO.030025-0.1",,https://gem.wiki/Caçú_I_power_station
Brazil,Caçú I power station,3,Usina sucroenergética Caçú I,Rio Claro,30,agricultural waste (solids),,,operating,no conversion,2010,,Rio Claro Agroindustrial SA,,Rio Claro Agroindustrial SA,,-18.6013,-51.1913,exact,Caçu,,,Goiás,Latin America and the Caribbean,Americas,L200461,G200520,"WRI: BRA0030025, ANEEL: UTE.AI.GO.030025-0.1",,https://gem.wiki/Caçú_I_power_station
Brazil,Campo Florido power station,1,Usina sucroenergética Campo Florido,,30,agricultural waste (solids),,,operating,no conversion,2002,,Usina Coruripe Açúcar e Álcool,,Usina Coruripe Açúcar e Álcool,,-19.8091,-48.7255,exact,Campo Florido,,,Minas Gerais,Latin America and the Caribbean,Americas,L200462,G200521,"WRI: BRA0028478, ANEEL: UTE.AI.MG.028478-5.1",,https://gem.wiki/Campo_Florido_power_station
Brazil,Canaã power station,1,Usina sucroenergética Canaã,,30,agricultural waste (solids),,,operating,no conversion,2006,,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,,-22.9427,-47.6020,exact,Paraguaçu Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200463,G200522,"WRI: BRA0029138, ANEEL: UTE.AI.SP.029138-2.1",,https://gem.wiki/Canaã_power_station
Brazil,Canabrava power station,1,Usina sucroenergética Canabrava,,44,agricultural waste (solids),,,operating,no conversion,2012,,Canabrava Energética SA,,Canabrava Energética SA,,-21.6491,-41.3957,exact,Campos dos Goytacazes,,,Rio de Janeiro,Latin America and the Caribbean,Americas,L200464,G200523,"WRI: BRA0030066, ANEEL: UTE.AI.RJ.030066-7.1",,https://gem.wiki/Canabrava_power_station
Brazil,Catanduva I power station,1,Usina sucroenergética Catanduva I,Cerradinho,75,agricultural waste (solids),,,operating,no conversion,2001,,COFCO International Brasil SA,,COFCO International Brasil SA,,-21.0966,-48.9335,exact,Catanduva,,,São Paulo,Latin America and the Caribbean,Americas,L200465,G200524,"WRI: BRA0028042, ANEEL: UTE.AI.SP.028042-9.1",,https://gem.wiki/Catanduva_I_power_station
Brazil,Cenibra power station,1,Usina de biomassa Cenibra,,100,paper mill wastes,,,operating,no conversion,1976,,Celulose Nipo - Brasileira SA,,Celulose Nipo - Brasileira SA,,-19.2160,-42.4745,exact,Belo Oriente,,,Minas Gerais,Latin America and the Caribbean,Americas,L200466,G200525,"WRI: BRA0027941, ANEEL: UTE.FL.MG.027941-2.1",,https://gem.wiki/Cenibra_power_station
Brazil,Central Energética Alta Mogiana power station,1,Usina sucroenergética Central Energética Alta Mogiana,,50,agricultural waste (solids),,,operating,no conversion,2021,,Central Energética Alta Mogiana SA,,Central Energética Alta Mogiana SA,,-20.4781,-47.8831,exact,São Joaquim da Barra,,,São Paulo,Latin America and the Caribbean,Americas,L200467,G200526,ANEEL: UTE.AI.SP.049301-5.1,,https://gem.wiki/Central_Energética_Alta_Mogiana_power_station
Brazil,Central Olho d'Água power station,1,Usina sucroenergética Central Olho d'Água,,30,agricultural waste (solids),,,operating,no conversion,2015,,Usina Central Olho d'Água SA,,Usina Central Olho d'Água SA,,-7.4176,-35.2441,exact,Camutanga,,,Pernambuco,Latin America and the Caribbean,Americas,L200468,G200527,ANEEL: UTE.AI.PE.028692-3.1,,https://gem.wiki/Central_Olho_d'Água_power_station
Brazil,Cerradão 2 power station,1,Usina sucroenergética Cerradão 2,,40,agricultural waste (solids),,,operating,no conversion,2020,,Bioenergia Cerradão II Ltda,,Bioenergia Cerradão II Ltda,,-19.9242,-49.1550,exact,Frutal,,,Minas Gerais,Latin America and the Caribbean,Americas,L200469,G200528,ANEEL: UTE.AI.MG.038336-8.1,,https://gem.wiki/Cerradão_2_power_station
Brazil,Cerradão power station,1,Usina sucroenergética Cerradão,Cerradão 1,54,agricultural waste (solids),,,operating,no conversion,2009,,Bioenergia Cerradão Ltda,,Bioenergia Cerradão Ltda,,-19.9183,-49.1458,exact,Frutal,,,Minas Gerais,Latin America and the Caribbean,Americas,L200470,G200529,"WRI: BRA0029709, ANEEL: UTE.AI.MG.029709-7.1",,https://gem.wiki/Cerradão_power_station
Brazil,Cevasa power station,1,Usina sucroenergética Cevasa,,54,agricultural waste (solids),,,operating,no conversion,2006,,Central Energética Vale do Sapucaí,,Central Energética Vale do Sapucaí,,-20.7478,-47.4218,exact,Patrocínio Paulista,,,São Paulo,Latin America and the Caribbean,Americas,L200471,G200530,"WRI: BRA0028458, ANEEL: UTE.AI.SP.028458-0.1",,https://gem.wiki/Cevasa_power_station
